"";"ID";"spname";"position"
"511";"94";"Cirsium japonicum";"fac_only"
"512";"94";"Euphorbia thymifolia";"fac_only"
"513";"94";"Eleusine indica";"FT_only"
"514";"94";"Allium mongolicum";"FT_only"
"515";"94";"Caragana korshinskii";"FT_only"
"516";"94";"Ixeridium chinense";"FT_only"
"517";"94";"Stipa bungeana";"FT_only"
"518";"95";"Artemisia desertorum";"match"
"519";"95";"Salsola ruthenica";"match"
"520";"95";"Oxytropis psammocharis";"match"
"521";"95";"Juniperus formosana";"match"
"522";"95";"Bassia dasyphylla";"fac_only"
"523";"95";"Setaria viridis";"fac_only"
"524";"95";"Kummerowia stipulacea";"fac_only"
"525";"95";"Allium mongolicum";"fac_only"
"526";"95";"Agrostis tenuis";"fac_only"
"527";"95";"Poa annua";"fac_only"
"528";"95";"Agriophyllum squarrosum";"fac_only"
"529";"95";"Corispermum chinganicum";"fac_only"
"530";"95";"Herba artimisiae";"fac_only"
"531";"95";"Heteropappus altaicus";"fac_only"
"532";"95";"Suaeda salsa";"fac_only"
"533";"95";"Artemisia scoparia";"fac_only"
"534";"95";"Isatis tinctoria";"fac_only"
"535";"95";"Tribulus terrestris";"fac_only"
"536";"95";"Artemisia stelleriana";"FT_only"
"537";"95";"Cirsium japonicum";"FT_only"
"538";"95";"Heteropappus hispidus";"FT_only"
"539";"95";"Caragana korshinskii";"FT_only"
"540";"95";"Eleusine indica";"FT_only"
"541";"95";"Stipa bungeana";"FT_only"
"542";"96";"Cynanchum hancockianum";"match"
"543";"96";"Artemisia desertorum";"match"
"544";"96";"Juniperus formosana";"match"
"545";"96";"Artemisia scoparia";"match"
"546";"96";"Kummerowia stipulacea";"fac_only"
"547";"96";"Poa annua";"fac_only"
"548";"96";"Agrostis tenuis";"fac_only"
"549";"96";"Oxytropis psammocharis";"fac_only"
"550";"96";"Setaria viridis";"fac_only"
"551";"96";"Heteropappus altaicus";"fac_only"
"552";"96";"Poa sphondylodes";"fac_only"
"553";"96";"Isatis tinctoria";"fac_only"
"554";"96";"Stemmacanthauniflora";"fac_only"
"555";"96";"Sonchus oleraceus";"fac_only"
"556";"96";"Herba artimisiae";"fac_only"
"557";"96";"Ixeridium chinense";"fac_only"
"558";"96";"Artemisia argyi";"fac_only"
"559";"96";"Thalictrum petaloideum";"fac_only"
"560";"96";"Allium mongolicum";"fac_only"
"561";"96";"Heteropappus hispidus";"FT_only"
"562";"96";"Salsola ruthenica";"FT_only"
"563";"96";"Echinops talassicus";"FT_only"
"564";"96";"Leymus secalinus";"FT_only"
"565";"96";"Peganum harmala";"FT_only"
"566";"96";"Imperata cylindrica";"FT_only"
"567";"96";"Melilotus officinalis";"FT_only"
"568";"96";"Stipa bungeana";"FT_only"
"569";"96";"Caragana korshinskii";"FT_only"
"570";"96";"Artemisia stelleriana";"FT_only"
"571";"97";"Artemisia scoparia";"match"
"572";"97";"Cirsium japonicum";"match"
"573";"97";"Achnatherum splendens";"match"
"574";"97";"Oxytropis psammocharis";"match"
"575";"97";"Cynanchum hancockianum";"match"
"576";"97";"Salsola ruthenica";"match"
"577";"97";"Euphorbia esula";"match"
"578";"97";"Artemisia argyi";"fac_only"
"579";"97";"Medicago sativa";"fac_only"
"580";"97";"Poa annua";"fac_only"
"581";"97";"Phragmites australias";"fac_only"
"582";"97";"Chenopodium album";"fac_only"
"583";"97";"Bassia dasyphylla";"fac_only"
"584";"97";"Corispermum chinganicum";"fac_only"
"585";"97";"Allium mongolicum";"fac_only"
"586";"97";"Poa sphondylodes";"fac_only"
"587";"97";"Convolvulus arvensis";"fac_only"
"588";"97";"Ixeridium chinense";"fac_only"
"589";"97";"Sonchus oleraceus";"fac_only"
"590";"97";"Agriophyllum squarrosum";"fac_only"
"591";"97";"Euphorbia thymifolia";"fac_only"
"592";"97";"Heteropappus altaicus";"fac_only"
"593";"97";"Artemisia desertorum";"fac_only"
"594";"97";"Setaria viridis";"fac_only"
"595";"97";"Agrostis tenuis";"fac_only"
"596";"97";"Heteropappus hispidus";"FT_only"
"597";"97";"Arundo donax";"FT_only"
"598";"97";"Artemisia japonica";"FT_only"
"599";"97";"Imperata cylindrica";"FT_only"
"600";"97";"Caragana korshinskii";"FT_only"
"601";"98";"Salsola ruthenica";"match"
"602";"98";"Cirsium japonicum";"match"
"603";"98";"Achnatherum splendens";"match"
"604";"98";"Cynanchum hancockianum";"match"
"605";"98";"Euphorbia esula";"match"
"606";"98";"Artemisia scoparia";"match"
"607";"98";"Caragana korshinskii";"fac_only"
"608";"98";"Poa sphondylodes";"fac_only"
"609";"98";"Phragmites australias";"fac_only"
"610";"98";"Lithospermum arvense";"fac_only"
