"","ID","nurse","target_sp","nurse_functional_group","target_functional_group","nurse_target_match","COU","SITE","SITE_ID","PLOT","GRAZ","ARIDITY.v3"
"106",16,"Condalia microphylla","Poa ligularis",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"107",16,"Condalia microphylla","Oxalis lasiopetala",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"108",16,"Condalia microphylla","Chuquiraga rosulata",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"109",16,"Condalia microphylla","Prosopis flexuosa",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"110",16,"Condalia microphylla","Senna aphylla",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"111",16,"Condalia microphylla","Senecio melanopotamicus",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"112",16,"Condalia microphylla","Baccharis gilliesii",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"113",16,"Larrea divaricata","Spergula ramosa",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"114",16,"Larrea divaricata","Amelichloa ambigua",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"115",16,"Larrea divaricata","Senna aphylla",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"116",16,"Larrea divaricata","Baccharis ulicina",1,3,"1_3","Argentina","Rio Colorado",6,1,3,0.8212
"117",16,"Larrea divaricata","Pappostipa humilis",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"118",16,"Larrea divaricata","Nassella longiglumis",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"119",16,"Larrea divaricata","Sphaeralcea mendocina",1,3,"1_3","Argentina","Rio Colorado",6,1,3,0.8212
"120",16,"Larrea divaricata","Nassella tenuis",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"121",16,"Larrea divaricata","Lycium chilense",1,3,"1_3","Argentina","Rio Colorado",6,1,3,0.8212
"122",16,"Larrea divaricata","Glandularia parodii",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"123",16,"Larrea divaricata","Poa ligularis",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"124",16,"Larrea divaricata","Bredemeyera microphylla",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"125",16,"Larrea divaricata","Poa lanuginosa",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"126",16,"Larrea divaricata","Acantholippia seriphioides",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"127",16,"Larrea divaricata","Conyza lorentzii",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"128",16,"Larrea divaricata","Prosopidastrum globosum",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"129",16,"Larrea divaricata","Pappostipa speciosa",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"130",16,"Larrea divaricata","Hysterionica jasionoides",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"131",16,"Larrea divaricata","Geoffroea decorticans",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"132",16,"Larrea divaricata","Baccharis melanopotamica",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"133",16,"Larrea divaricata","Pappophorum vaginatum",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"134",16,"Larrea divaricata","Condalia microphylla",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"135",16,"Larrea divaricata","Boopis anthemoides",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"136",16,"Larrea divaricata","Chuquiraga rosulata",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"137",16,"Larrea divaricata","Baccharis gilliesii",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"138",16,"Larrea divaricata","Prosopis flexuosa",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"139",16,"Larrea divaricata","Aloysia gratissima",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"140",16,"Larrea divaricata","Larrea cuneifolia",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"141",16,"Larrea divaricata","Trichocline sinuata",1,3,"1_3","Argentina","Rio Colorado",6,1,3,0.8212
"142",16,"Prosopis flexuosa","Aloysia gratissima",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"143",16,"Prosopis flexuosa","Nassella longiglumis",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"144",16,"Prosopis flexuosa","Baccharis ulicina",1,3,"1_3","Argentina","Rio Colorado",6,1,3,0.8212
"145",16,"Prosopis flexuosa","Amelichloa ambigua",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"146",16,"Prosopis flexuosa","Lycium chilense",1,3,"1_3","Argentina","Rio Colorado",6,1,3,0.8212
"147",16,"Prosopis flexuosa","Baccharis gilliesii",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"148",16,"Prosopis flexuosa","Schinus johnstonii",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"149",16,"Prosopis flexuosa","Pappostipa humilis",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"150",16,"Prosopis flexuosa","Glandularia parodii",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"151",16,"Prosopis flexuosa","Senna aphylla",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"152",16,"Prosopis flexuosa","Nassella tenuis",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"153",16,"Prosopis flexuosa","Sphaeralcea mendocina",1,3,"1_3","Argentina","Rio Colorado",6,1,3,0.8212
"154",16,"Prosopis flexuosa","Conyza lorentzii",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"155",16,"Prosopis flexuosa","Boopis anthemoides",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"156",16,"Prosopis flexuosa","Trichocline sinuata",1,3,"1_3","Argentina","Rio Colorado",6,1,3,0.8212
"157",16,"Prosopis flexuosa","Chuquiraga rosulata",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"158",16,"Prosopis flexuosa","Bredemeyera microphylla",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"159",16,"Prosopis flexuosa","Junellia seriphioides",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"160",16,"Prosopis flexuosa","Poa lanuginosa",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"161",16,"Prosopis flexuosa","Baccharis melanopotamica",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"162",16,"Prosopis flexuosa","Geoffroea decorticans",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"163",16,"Prosopis flexuosa","Brachyclados lycioides",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"164",16,"Prosopis flexuosa","Pappostipa speciosa",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"165",16,"Prosopis flexuosa","Condalia microphylla",1,1,"1_1","Argentina","Rio Colorado",6,1,3,0.8212
"166",16,"Prosopis flexuosa","Pappophorum vaginatum",1,NA,NA,"Argentina","Rio Colorado",6,1,3,0.8212
"167",16,"Prosopis flexuosa","Monttea aphylla",1,2,"1_2","Argentina","Rio Colorado",6,1,3,0.8212
"168",17,"Bare","Nassella tenuis",NA,1,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"169",17,"Bare","Cardionema ramosissima",NA,2,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"170",17,"Bare","Baccharis ulicina",NA,3,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"171",17,"Bare","Pappostipa speciosa",NA,1,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"172",17,"Bare","Pappostipa humilis",NA,1,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"173",17,"Bare","Nassella longiglumis",NA,1,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"174",17,"Bare","Glandularia parodii",NA,2,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"175",17,"Bare","Aristida mendocina",NA,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"176",17,"Bare","Senna aphylla",NA,2,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"177",17,"Bare","Senecio melanopotamicus",NA,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"178",17,"Bare","Poa lanuginosa",NA,1,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"179",17,"Bare","Sphaeralcea mendocina",NA,3,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"180",17,"Bare","Lycium chilense",NA,3,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"181",17,"Bare","Acantholippia seriphioides",NA,2,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"182",17,"Bare","Conyza lorentzii",NA,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"183",17,"Bare","Chuquiraga rosulata",NA,2,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"184",17,"Bare","Prosopis flexuosa",NA,1,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"185",17,"Bare","Ephedra ochreata",NA,2,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"186",17,"Bare","Baccharis gilliesii",NA,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"187",17,"Bare","Hysterionica jasionoides",NA,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"188",17,"Bare","Junellia seriphioides",NA,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"189",17,"Bare","Amelichloa ambigua",NA,1,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"190",17,"Bare","Trichocline sinuata",NA,3,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"191",17,"Bare","Bredemeyera microphylla",NA,2,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"192",17,"Bare","Nassella chilensis",NA,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"193",17,"Bare","Baccharis melanopotamica",NA,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"194",17,"Bare","Larrea divaricata",NA,1,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"195",17,"Bare","Boopis anthemoides",NA,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"196",17,"Bare","Ephedra triandra",NA,2,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"197",17,"Bare","Prosopidastrum globosum",NA,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"198",17,"Larrea divaricata","Pappostipa humilis",1,1,"1_1","Argentina","Rio Colorado",6,2,2,0.8223
"199",17,"Larrea divaricata","Baccharis ulicina",1,3,"1_3","Argentina","Rio Colorado",6,2,2,0.8223
"200",17,"Larrea divaricata","Poa lanuginosa",1,1,"1_1","Argentina","Rio Colorado",6,2,2,0.8223
"201",17,"Larrea divaricata","Cardionema ramosissima",1,2,"1_2","Argentina","Rio Colorado",6,2,2,0.8223
"202",17,"Larrea divaricata","Senna aphylla",1,2,"1_2","Argentina","Rio Colorado",6,2,2,0.8223
"203",17,"Larrea divaricata","Euphorbia collina",1,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"204",17,"Larrea divaricata","Nassella tenuis",1,1,"1_1","Argentina","Rio Colorado",6,2,2,0.8223
"205",17,"Larrea divaricata","Lycium chilense",1,3,"1_3","Argentina","Rio Colorado",6,2,2,0.8223
"206",17,"Larrea divaricata","Prosopis flexuosa",1,1,"1_1","Argentina","Rio Colorado",6,2,2,0.8223
"207",17,"Larrea divaricata","Baccharis melanopotamica",1,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"208",17,"Larrea divaricata","Pappostipa speciosa",1,1,"1_1","Argentina","Rio Colorado",6,2,2,0.8223
"209",17,"Larrea divaricata","Chuquiraga rosulata",1,2,"1_2","Argentina","Rio Colorado",6,2,2,0.8223
"210",17,"Larrea divaricata","Bredemeyera microphylla",1,2,"1_2","Argentina","Rio Colorado",6,2,2,0.8223
"211",17,"Larrea divaricata","Glandularia parodii",1,2,"1_2","Argentina","Rio Colorado",6,2,2,0.8223
"212",17,"Larrea divaricata","Sphaeralcea mendocina",1,3,"1_3","Argentina","Rio Colorado",6,2,2,0.8223
"213",17,"Larrea divaricata","Acantholippia seriphioides",1,2,"1_2","Argentina","Rio Colorado",6,2,2,0.8223
"214",17,"Larrea divaricata","Amelichloa ambigua",1,1,"1_1","Argentina","Rio Colorado",6,2,2,0.8223
"215",17,"Larrea divaricata","Junellia seriphioides",1,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"216",17,"Larrea divaricata","Baccharis gilliesii",1,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"217",17,"Larrea divaricata","Aristida mendocina",1,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"218",17,"Larrea divaricata","Senecio melanopotamicus",1,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"219",17,"Larrea divaricata","Hysterionica jasionoides",1,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"220",17,"Larrea divaricata","Ephedra ochreata",1,2,"1_2","Argentina","Rio Colorado",6,2,2,0.8223
"221",17,"Larrea divaricata","Condalia microphylla",1,1,"1_1","Argentina","Rio Colorado",6,2,2,0.8223
"222",17,"Larrea divaricata","Trichocline sinuata",1,3,"1_3","Argentina","Rio Colorado",6,2,2,0.8223
"223",17,"Larrea divaricata","Nassella chilensis",1,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"224",17,"Larrea divaricata","Nassella longiglumis",1,1,"1_1","Argentina","Rio Colorado",6,2,2,0.8223
"225",17,"Larrea divaricata","Prosopidastrum globosum",1,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"226",17,"Larrea divaricata","Boopis anthemoides",1,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"227",17,"Larrea divaricata","Brachyclados lycioides",1,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"228",17,"Larrea divaricata","Ephedra triandra",1,2,"1_2","Argentina","Rio Colorado",6,2,2,0.8223
"229",17,"Larrea divaricata","Conyza lorentzii",1,NA,NA,"Argentina","Rio Colorado",6,2,2,0.8223
"230",17,"Larrea divaricata","Monttea aphylla",1,2,"1_2","Argentina","Rio Colorado",6,2,2,0.8223
"231",17,"Larrea divaricata","Gutierrezia baccharoides",1,3,"1_3","Argentina","Rio Colorado",6,2,2,0.8223
"232",18,"Bare","Glandularia parodii",NA,2,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"233",18,"Bare","Nassella tenuis",NA,1,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"234",18,"Bare","Cardionema ramosissima",NA,2,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"235",18,"Bare","Sphaeralcea mendocina",NA,3,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"236",18,"Bare","Prosopis flexuosa",NA,1,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"237",18,"Bare","Nassella longiglumis",NA,1,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"238",18,"Bare","Nassella chilensis",NA,NA,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"239",18,"Bare","Senna aphylla",NA,2,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"240",18,"Bare","Prosopidastrum globosum",NA,NA,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"241",18,"Bare","Conyza lorentzii",NA,NA,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"242",18,"Bare","Poa lanuginosa",NA,1,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"243",18,"Bare","Ephedra ochreata",NA,2,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"244",18,"Bare","Baccharis ulicina",NA,3,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"245",18,"Bare","Lycium chilense",NA,3,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"246",18,"Bare","Aristida mendocina",NA,NA,NA,"Argentina","Rio Colorado",6,3,1,0.8223
"247",18,"Bare","Hysterionica jasionoides",NA,NA,NA,"Argentina","Rio Colorado",6,3,1,0.8223
